rank,db,smiles,canon,component,n_atoms,est_cost_h,is_validation
1889,omics,*N=P(*)(Oc1ccccc1)Oc1ccc(C(C)(C)C)cc1,CN=P(C)(Oc1ccccc1)Oc1ccc(C(C)(C)C)cc1,coverage,46.0,1.7287872538090088,False
1890,PI1M,CCCCCOC(=O)NCCCCCCCCCCNC(=O)OCCCCCCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1,CCCCCOC(=O)NCCCCCCCCCCNC(=O)OCCCCCCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1,coverage,105.0,15.919235194198889,False
1891,OMG,*Oc1cc(Br)c(C(=O)Cl)cc1OC(=O)C(CCC(*)=O)NC(C)=O,COc1cc(Br)c(C(=O)Cl)cc1OC(=O)C(CCC(C)=O)NC(C)=O,random,42.0,1.3535165667832443,True
1892,OMG,*OCc1ccc(C(=O)c2ccc(COC(=O)c3cc(S)cc(C(*)=O)n3)cc2)cc1,COCc1ccc(C(=O)c2ccc(COC(=O)c3cc(S)cc(C(C)=O)n3)cc2)cc1,random,52.0,2.404207673904035,True
1893,PI1M,COc1ccccc1C(=O)Oc1ccc(/C(C)=C/c2ccc(C)cc2)cc1,COc1ccccc1C(=O)Oc1ccc(/C(C)=C/c2ccc(C)cc2)cc1,coverage,49.0,2.04904001620089,False
1894,OMG,*OC(CCl)C(COc1cc(OC)cc(OC)c1)OC(=O)C1C2CC(C(Br)C2Br)C1C(*)=O,COc1cc(OC)cc(OCC(OC(=O)C2C3CC(C(Br)C3Br)C2C(C)=O)C(CCl)OC)c1,random,62.0,3.858838735716932,True
1895,OMG,*OC(C)(C)CN(CC(C)(C)OC(=O)C1CC(C)C(C)CC1C(*)=O)S(=O)(=O)c1ccccc1,COC(C)(C)CN(CC(C)(C)OC(=O)C1CC(C)C(C)CC1C(C)=O)S(=O)(=O)c1ccccc1,coverage,75.0,6.439287015998562,False
1896,OMG,*OCCCCCCCCCCCCOC(=O)c1ccccc1S(=O)CC(*)=O,COCCCCCCCCCCCCOC(=O)c1ccccc1S(=O)CC(C)=O,coverage,65.0,4.381874289318153,False
1897,PI1M,CN=P(C)(F)CC(F)(F)C(F)(F)F,CN=P(C)(F)CC(F)(F)C(F)(F)F,feature,21.0,0.2097456137295212,False
1898,PI1M,CCCCCCCCCCCOC(=O)OCCCCCCCCCCOC(=O)NC,CCCCCCCCCCCOC(=O)OCCCCCCCCCCOC(=O)NC,coverage,77.0,6.911670651446108,False
1899,PI1M,Cc1ccc(Oc2ccc(Oc3ccc(-c4nnc(C)n4-c4ccccc4)cc3)cc2)cc1,Cc1ccc(Oc2ccc(Oc3ccc(-c4nnc(C)n4-c4ccccc4)cc3)cc2)cc1,coverage,56.0,2.934599081644776,False
1900,PI1M,CN=P(F)(F)CC(F)(F)C(C)(F)F,CN=P(F)(F)CC(F)(F)C(C)(F)F,dopt,21.0,0.2097456137295212,False
1901,OMG,*Oc1c(Br)cccc1OC(=O)C(CC(*)=O)c1ccccc1Br,COc1c(Br)cccc1OC(=O)C(CC(C)=O)c1ccccc1Br,coverage,40.0,1.187037287474881,False
1902,omics,*N=P(N=P(N=S(*)(=O)NCC)(NC)NCCCCCCC)(NCC)NCCCCCCC,CCCCCCCNP(=NP(=NC)(NCC)NCCCCCCC)(N=S(C)(=O)NCC)NC,dopt,87.0,9.599083603550964,False
1903,OMG,*OCC1(COC(=O)C(CSCC(*)=O)NC(C)=O)CCC(O[Si](C)(C)C(C)(C)C)CC1,COCC1(COC(=O)C(CSCC(C)=O)NC(C)=O)CCC(O[Si](C)(C)C(C)(C)C)CC1,coverage,75.0,6.439287015998562,False
1904,PI1M,CC(=O)C(F)(F)C(F)(F)C(F)(F)C(C)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)C(F)(F)C(F)(F)C(F)(F)C(C)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,coverage,55.0,2.7957518399460364,False
1905,PI1M,CO[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc1ccc(Cl)cc1,CO[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc1ccc(Cl)cc1,coverage,66.0,4.5655822516472835,False
1906,PI1M,CCCCCC(=O)Nc1ccc(NC(=O)CCCCCCCCN(C)c2ccc(C#N)cc2)cc1,CCCCCC(=O)Nc1ccc(NC(=O)CCCCCCCCN(C)c2ccc(C#N)cc2)cc1,coverage,75.0,6.439287015998562,False
1907,PI1M,CCc1cc(CCCCCCCCCCCCCCCCCC)c(C)s1,CCCCCCCCCCCCCCCCCCc1cc(CC)sc1C,random,72.0,5.769622518212583,True
1908,OMG,*Oc1ccc(C(C)(C)c2ccc(OC(=O)C(N)CC(Cl)C(*)=O)cc2)cc1,COc1ccc(C(C)(C)c2ccc(OC(=O)C(N)CC(Cl)C(C)=O)cc2)cc1,coverage,54.0,2.6611061495015087,False
1909,PI1M,CCc1ccc(CC(=O)OC)c(C)c1,CCc1ccc(CC(=O)OC)c(C)c1,coverage,30.0,0.5474937425136082,False
1910,PI1M,CCCCCCOC(=O)c1ccc(NCCCOCC(=O)OC)cc1,CCCCCCOC(=O)c1ccc(NCCCOCC(=O)OC)cc1,random,54.0,2.6611061495015087,True
1911,omics,*N=P(*)(Oc1ccc(C)cc1)Oc1ccc(COC(=O)c2ccc([N+](=O)[O-])cc2)cc1,CN=P(C)(Oc1ccc(C)cc1)Oc1ccc(COC(=O)c2ccc([N+](=O)[O-])cc2)cc1,coverage,55.0,2.7957518399460364,False
1912,PI1M,CC[SiH](C)S(=O)(=O)O,CC[SiH](C)S(=O)(=O)O,feature,18.0,0.1385498383381463,False
1913,PI1M,CCc1ccc(C=C)c(S#N)c1,C=Cc1ccc(CC)cc1S#N,feature,23.0,0.2678988587629254,False
1914,PI1M,COc1ccc(SC(=O)c2ccc(C)cc2)cc1,COc1ccc(SC(=O)c2ccc(C)cc2)cc1,coverage,32.0,0.6512930237899227,False
1915,PI1M,CCCCC(C)(C)CNC(=O)OC,CCCCC(C)(C)CNC(=O)OC,coverage,34.0,0.7666572932453927,False
1916,OMG,*Oc1nc(OC(=O)C(Br)CC(*)=O)nc(C)c1C,COc1nc(OC(=O)C(Br)CC(C)=O)nc(C)c1C,coverage,34.0,0.7666572932453927,False
1917,PI1M,CCCCCCCCCCCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(/N=N/c4ccc(OC)cc4)cc3)cc2)cc1,CCCCCCCCCCCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(/N=N/c4ccc(OC)cc4)cc3)cc2)cc1,coverage,94.0,11.820528946214294,False
1918,PI1M,CNc1ccc(/C=C/c2ccc(Cc3ccc(N=C)cc3)cc2)cc1,C=Nc1ccc(Cc2ccc(/C=C/c3ccc(NC)cc3)cc2)cc1,coverage,47.0,1.8317500939966918,False
1919,PI1M,CCC(O)COC(=O)C1CCC(C(=O)NC)C1,CCC(O)COC(=O)C1CCC(C(=O)NC)C1,coverage,38.0,1.0340483823546922,False
1920,PI1M,COC[Si](C)(C)Cc1ccc(C(=O)OC)cc1,COC[Si](C)(C)Cc1ccc(C(=O)OC)cc1,random,37.0,0.9624665003915307,True
1921,OMG,*Nc1cc(C)cc(NC(=O)CCC(NC(=O)OC(C)(C)C)C(*)=O)c1CC(=O)OCC,CCOC(=O)Cc1c(NC)cc(C)cc1NC(=O)CCC(NC(=O)OC(C)(C)C)C(C)=O,coverage,67.0,4.754055023099274,False
1922,PI1M,C/C=C/C(C)C(C)(C)CCC,C/C=C/C(C)C(C)(C)CCC,coverage,33.0,0.707498434008989,False
1923,PI1M,C/C=C/c1ccc(/C=C/c2ccc([Si](C)(C)c3ccccc3)cc2)cc1,C/C=C/c1ccc(/C=C/c2ccc([Si](C)(C)c3ccccc3)cc2)cc1,coverage,52.0,2.404207673904035,False
1924,PI1M,C/C=C(/C)c1cc(-c2ccccc2)c(C)cc1C,C/C=C(/C)c1cc(-c2ccccc2)c(C)cc1C,coverage,38.0,1.0340483823546922,False
1925,OMG,*OCc1ccccc1COC(=O)c1cc(C(*)=O)cc(C)n1,COCc1ccccc1COC(=O)c1cc(C(C)=O)cc(C)n1,coverage,42.0,1.3535165667832443,False
1926,PI1M,CN=[PH](C)n1ccc(S(=O)(=O)O)c1,CN=[PH](C)n1ccc(S(=O)(=O)O)c1,feature,24.0,0.30039397989449834,False
1927,OMG,*OCC1OC(C)(C)OC1C(OC(=O)C12COCC(C(*)=O)(C1)C2)C1COC(C)(C)O1,COCC1OC(C)(C)OC1C(OC(=O)C12COCC(C(C)=O)(C1)C2)C1COC(C)(C)O1,coverage,65.0,4.381874289318153,False
1928,PI1M,CCCCOC(=O)c1ccc(C(C)(C)c2ccc(C(=O)OC)cc2)cc1,CCCCOC(=O)c1ccc(C(C)(C)c2ccc(C(=O)OC)cc2)cc1,coverage,52.0,2.404207673904035,False
1929,PI1M,CCC(=O)OCCSCCOCCOC(=O)N1CCN(CCCCCOC(=O)OCCCCCCOC(=O)c2ccc(C)s2)C1=O,CCC(=O)OCCSCCOCCOC(=O)N1CCN(CCCCCOC(=O)OCCCCCCOC(=O)c2ccc(C)s2)C1=O,random,94.0,11.820528946214294,True
1930,OMG,*Oc1ccccc1C(OC(=O)c1c(OC)cccc1C(*)=O)C(=O)OC,COC(=O)C(OC(=O)c1c(OC)cccc1C(C)=O)c1ccccc1OC,coverage,47.0,1.8317500939966918,False
1931,OMG,*Oc1c(C=O)cc(OC(=O)CSc2cc(C(F)(F)F)cc(SCC(*)=O)n2)cc1C=O,COc1c(C=O)cc(OC(=O)CSc2cc(C(F)(F)F)cc(SCC(C)=O)n2)cc1C=O,random,48.0,1.9384826272146733,True
1932,PolyInfo,*c1ccc(Oc2ccc(-c3nc4ccc(S(=O)(=O)c5ccc6nc(*)[nH]c6c5)cc4[nH]3)cc2)cc1,Cc1ccc(Oc2ccc(-c3nc4ccc(S(=O)(=O)c5ccc6nc(C)[nH]c6c5)cc4[nH]3)cc2)cc1,coverage,58.0,3.2251081841016833,False
1933,OMG,*Oc1cc(COC(=O)CCOCCOCCOCCOCCOCCOCCOCCC(*)=O)c(F)cc1Br,COc1cc(COC(=O)CCOCCOCCOCCOCCOCCOCCOCCC(C)=O)c(F)cc1Br,random,82.0,8.18619805320074,True
1934,PI1M,CCC(C)(CC(=O)OCl)C(=O)O,CCC(C)(CC(=O)OCl)C(=O)O,feature,23.0,0.2678988587629254,False
1935,PI1M,CNC(CCCCCCCCCN)C(C)=O,CNC(CCCCCCCCCN)C(C)=O,coverage,44.0,1.5339481655863532,False
1936,PI1M,CC(=O)NCCCCCCCCNC(=O)c1ccc(C)nn1,CC(=O)NCCCCCCCCNC(=O)c1ccc(C)nn1,coverage,48.0,1.9384826272146733,False
1937,PI1M,CCCCCCCOP(=O)(OC)OCCCCOc1ccc(-c2ccc(-c3ccc(OCCCCCCCCCCCC)cc3)cc2)cc1,CCCCCCCCCCCCOc1ccc(-c2ccc(-c3ccc(OCCCCOP(=O)(OC)OCCCCCCC)cc3)cc2)cc1,coverage,112.0,18.937361326636623,False
1938,OMG,*OC(C)c1ccccc1C(C)OC(=O)C(C)CCC(*)=O,COC(C)c1ccccc1C(C)OC(=O)C(C)CCC(C)=O,coverage,48.0,1.9384826272146733,False
1939,PI1M,CNc1ccc(NC(=O)c2cc(SCCCCCCCC)c(C(C)=O)cc2C)cc1,CCCCCCCCSc1cc(C(=O)Nc2ccc(NC)cc2)c(C)cc1C(C)=O,coverage,64.0,4.202881203832011,False
1940,PI1M,Cc1ccc(C)n1C(=O)OCCOc1ccccc1,Cc1ccc(C)n1C(=O)OCCOc1ccccc1,coverage,36.0,0.8940806826961882,False
1941,PolyInfo,*CC(c1ccccc1)C1C(=O)OC(=O)C1*,CCC(c1ccccc1)C1C(=O)OC(=O)C1C,coverage,33.0,0.707498434008989,False
1942,PI1M,CCCNC(=O)CCCCCCCCCCCCC(=O)NCCCCCCCOC(=O)CCCCNC(=O)CCCNC(=O)C(C)C(C)=O,CCCNC(=O)CCCCCCCCCCCCC(=O)NCCCCCCCOC(=O)CCCCNC(=O)CCCNC(=O)C(C)C(C)=O,random,119.0,22.291757543179525,True
1943,PI1M,COc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C(C)=O)cc3)cc2)cc1C(C)(C)C,COc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C(C)=O)cc3)cc2)cc1C(C)(C)C,coverage,59.0,3.3768743086298603,False
1944,PI1M,CO[Si](C)(C)CCOc1ccc(C(F)(F)F)cc1,CO[Si](C)(C)CCOc1ccc(C(F)(F)F)cc1,coverage,35.0,0.828831072009792,False
1945,OMG,*Nc1nc(O)c(N=O)c(NC(=O)c2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(C(*)=O)cc4)cc3)cc2)n1,CNc1nc(O)c(N=O)c(NC(=O)c2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(C(C)=O)cc4)cc3)cc2)n1,dopt,64.0,4.202881203832011,False
1946,OMG,*OC(OC(=O)C(C)(C)OC(C)(C)C(*)=O)(c1cncc(Br)c1)C(F)(F)F,COC(OC(=O)C(C)(C)OC(C)(C)C(C)=O)(c1cncc(Br)c1)C(F)(F)F,coverage,48.0,1.9384826272146733,False
1947,OMG,*NC(=N)NCCCCNC(=N)NC(=O)CCC(=O)Nc1cccc(NC(=O)CCC(*)=O)n1,CNC(=N)NCCCCNC(=N)NC(=O)CCC(=O)Nc1cccc(NC(=O)CCC(C)=O)n1,random,67.0,4.754055023099274,True
1948,PI1M,CCCCCCCC#CCCCCCCCOC(=O)OC,CCCCCCCC#CCCCCCCCOC(=O)OC,random,53.0,2.5306091492877196,True
1949,omics,*CC(*)C(=O)OC(C)(CC)CC,CCC(C)C(=O)OC(C)(CC)CC,coverage,35.0,0.828831072009792,False
1950,omics,*NC(=O)c1ccc(C(=O)c2ccc(C(*)=O)cc2)cc1,CNC(=O)c1ccc(C(=O)c2ccc(C(C)=O)cc2)cc1,coverage,36.0,0.8940806826961882,False
1951,OMG,*Oc1c(OC(=O)C(CSCC(*)=O)NS(=O)(=O)c2ccc(C)cc2)ccc(C(F)(F)F)c1Br,COc1c(OC(=O)C(CSCC(C)=O)NS(=O)(=O)c2ccc(C)cc2)ccc(C(F)(F)F)c1Br,random,55.0,2.7957518399460364,True
1952,PI1M,Cc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc(S(=O)(=O)C6=CC=C6C6=CC(=O)N(C)C6=O)cc5)C=C4)cc3)cc2)cc1,Cc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc(S(=O)(=O)C6=CC=C6C6=CC(=O)N(C)C6=O)cc5)C=C4)cc3)cc2)cc1,dopt,74.0,6.210925368545501,False
1953,PI1M,CNc1ccc(CCc2ccc(NC(=C)C)cc2)cc1,C=C(C)Nc1ccc(CCc2ccc(NC)cc2)cc1,coverage,42.0,1.3535165667832443,False
1954,PI1M,CCCCCCCCCCCCCCCCC/C=C(\C)c1ccc(CCCCCC)cc1,CCCCCCCCCCCCCCCCC/C=C(\C)c1ccc(CCCCCC)cc1,coverage,88.0,9.898773174753035,False
1955,OMG,*NCCCCCCCCCCNC(=O)C1C(C(*)=O)C1(c1ccccc1)c1ccccc1,CNCCCCCCCCCCNC(=O)C1C(C(C)=O)C1(c1ccccc1)c1ccccc1,coverage,73.0,5.987719929256527,False
1956,PI1M,Cc1ccc2c(n1)Nc1ccc-2oc(-c2ccc(C)s2)cs1,Cc1ccc2c(n1)Nc1ccc-2oc(-c2ccc(C)s2)cs1,feature,36.0,0.8940806826961882,False
1957,OMG,*Oc1c(OC)cccc1C(OC(=O)C(Cc1ccc(Br)cc1F)C(*)=O)C(F)(F)F,COc1cccc(C(OC(=O)C(Cc2ccc(Br)cc2F)C(C)=O)C(F)(F)F)c1OC,random,50.0,2.1634770685187323,True
1958,OMG,*Oc1c(C(=O)Cl)ccc(OC(=O)C(C(*)=O)C2CCOC2)c1OCC,CCOc1c(OC(=O)C(C(C)=O)C2CCOC2)ccc(C(=O)Cl)c1OC,random,47.0,1.8317500939966918,True
1959,omics,*c1ccc([N+](=O)[O-])c2c1C(=O)c1c([N+](=O)[O-])ccc(*)c1-2,Cc1ccc([N+](=O)[O-])c2c1C(=O)c1c([N+](=O)[O-])ccc(C)c1-2,dopt,32.0,0.6512930237899227,False
1960,PI1M,COC(=O)CNS(C)(=O)=S,COC(=O)CNS(C)(=O)=S,feature,19.0,0.16023971771432066,False
1961,omics,*CCCCCCCC(=O)Nc1ccc(*)cc1,CCCCCCCCC(=O)Nc1ccc(C)cc1,coverage,43.0,1.4419597242422257,False
1962,PI1M,CN=P(C)(Br)O[Si](C)(C)C,CN=P(C)(Br)O[Si](C)(C)C,feature,25.0,0.33525989756051233,False
1963,OMG,*OC(CSc1cc(Cl)c(Cl)cc1Cl)C(CCl)OC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(*)=O,COC(CSc1cc(Cl)c(Cl)cc1Cl)C(CCl)OC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(C)=O,dopt,127.0,26.555531250632615,False
1964,OMG,*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(Cc1cccc(C)c1)C(*)=O,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(Cc1cccc(C)c1)C(C)=O,random,63.0,4.0285528241783775,True
1965,PI1M,CCCCCCCOC(=O)Nc1ccc(C#N)cc1C,CCCCCCCOC(=O)Nc1ccc(C#N)cc1C,coverage,42.0,1.3535165667832443,False
1966,OMG,*Oc1cc(Br)cc(COC(=O)C2=CC(C)C=C(C(*)=O)O2)c1F,COc1cc(Br)cc(COC(=O)C2=CC(C)C=C(C(C)=O)O2)c1F,random,40.0,1.187037287474881,True
1967,PI1M,CCC(C)(C)CCCCO,CCC(C)(C)CCCCO,coverage,30.0,0.5474937425136082,False
1968,omics,*CC(CC(*)(C)C(=O)OC(C)CCC)N1CCCC1=O,CCCC(C)OC(=O)C(C)(C)CC(CC)N1CCCC1=O,coverage,52.0,2.404207673904035,False
1969,PI1M,CO[Si](C)(C)Oc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1,CO[Si](C)(C)Oc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1,coverage,49.0,2.04904001620089,False
1970,PI1M,CCC(C)(Oc1ccc(OCCOC)cc1)Sc1ccc(C)cc1,CCC(C)(Oc1ccc(OCCOC)cc1)Sc1ccc(C)cc1,random,50.0,2.1634770685187323,True
1971,OMG,*OCC(OC(=O)C1CCC1C(*)=O)c1ccccc1C(C)C,COCC(OC(=O)C1CCC1C(C)=O)c1ccccc1C(C)C,coverage,49.0,2.04904001620089,False
1972,OMG,*Oc1cc(OC(=O)C2C(c3ccc(OC)cc3)C(C(*)=O)C2c2ccc(OC)cc2)ccc1C(=O)OCC(=O)c1ccc(C)cc1,COc1ccc(C2C(C(C)=O)C(c3ccc(OC)cc3)C2C(=O)Oc2ccc(C(=O)OCC(=O)c3ccc(C)cc3)c(OC)c2)cc1,random,83.0,8.457520383218988,True
1973,PI1M,CNc1ccc(-c2ccc(NC(C)=NNc3ccccc3)cc2)cc1,CNc1ccc(-c2ccc(NC(C)=NNc3ccccc3)cc2)cc1,random,47.0,1.8317500939966918,True
1974,OMG,*OC(OC(=O)C12CCCC(C(*)=O)(CC1)C2)C(Cl)(Cl)P(=O)(N1CCOCC1)N1CCOCC1,COC(OC(=O)C12CCCC(C(C)=O)(CC1)C2)C(Cl)(Cl)P(=O)(N1CCOCC1)N1CCOCC1,dopt,69.0,5.145493557044269,False
1975,PI1M,CCC(C)Cc1ccc(O)cc1O,CCC(C)Cc1ccc(O)cc1O,random,29.0,0.49977393112088747,True
1976,PolyInfo,*CC(*)(C)c1ccc(F)cc1,CCC(C)(C)c1ccc(F)cc1,coverage,27.0,0.41237422298650106,False
1977,PI1M,COc1c(C)cc(C(=O)OCCCCCCOC(C)=O)cc1OCCCCCCCCCC,CCCCCCCCCCOc1cc(C(=O)OCCCCCCOC(C)=O)cc(C)c1OC,coverage,77.0,6.911670651446108,False
1978,PI1M,CO[Si](C)(C)CCCCCCCCCCCC[SH](C)(C)(C)C,CO[Si](C)(C)CCCCCCCCCCCC[SH](C)(C)(C)C,dopt,68.0,4.947342301951497,False
1979,PI1M,CCCCCNC(=O)CCOCCCCCCOCCCCCCCCNC(=O)C(=O)NC,CCCCCNC(=O)CCOCCCCCCOCCCCCCCCNC(=O)C(=O)NC,random,82.0,8.18619805320074,True
1980,omics,*c1ccc(C2C(C(=O)OC)C(*)C2C(=O)OCC)cc1C(C)=O,CCOC(=O)C1C(C)C(C(=O)OC)C1c1ccc(C)c(C(C)=O)c1,coverage,48.0,1.9384826272146733,False
1981,omics,*/C=C/C(C(=O)O)C(*)C,C/C=C/C(C(=O)O)C(C)C,random,24.0,0.30039397989449834,True
1982,PI1M,CC(=S)n1ccn(C)c1=O,CC(=S)n1ccn(C)c1=O,random,18.0,0.1385498383381463,True
1983,OMG,*OCC(OCc1ccccc1)C(OCc1ccccc1)C(OCc1ccccc1)C(COC(=O)C1NC(C(*)=O)SC1(C)C)OCc1ccccc1,COCC(OCc1ccccc1)C(OCc1ccccc1)C(OCc1ccccc1)C(COC(=O)C1NC(C(C)=O)SC1(C)C)OCc1ccccc1,random,104.0,15.514674460906292,True
1984,PI1M,CNc1cccc(NC(=O)CCC(=O)Nc2cccc(C)c2)c1,CNc1cccc(NC(=O)CCC(=O)Nc2cccc(C)c2)c1,coverage,44.0,1.5339481655863532,False
1985,PI1M,C/C=C/N=N/S(C)(C)Cl,C/C=C/N=N/S(C)(C)Cl,feature,20.0,0.1839474081746623,False
1986,omics,*CCSSCCCCCNC(=O)c1cc(=O)cc(*)o1,CCCSSCCCCCNC(=O)c1cc(=O)cc(C)o1,random,44.0,1.5339481655863532,True
1987,PI1M,CC(=O)NCc1ccc(Cc2ccc(N(C)C)cc2)cc1,CC(=O)NCc1ccc(Cc2ccc(N(C)C)cc2)cc1,coverage,43.0,1.4419597242422257,False
1988,PI1M,CCc1ccccc1CCN(C)c1ccccc1,CCc1ccccc1CCN(C)c1ccccc1,coverage,39.0,1.1088856862834737,False
1989,OMG,*OC1(OC(=O)C(CC(*)=O)OC)CCN(Cc2ccccc2)CC1(F)F,COC(CC(C)=O)C(=O)OC1(OC)CCN(Cc2ccccc2)CC1(F)F,coverage,52.0,2.404207673904035,False
1990,PI1M,C/C=C/c1cc(OCCCCCCCCCCC)ccc1C,C/C=C/c1cc(OCCCCCCCCCCC)ccc1C,coverage,56.0,2.934599081644776,False
1991,PI1M,COc1c(OC)cc(C)cc1OCCCC,CCCCOc1cc(C)cc(OC)c1OC,coverage,36.0,0.8940806826961882,False
1992,PI1M,CCC(C)C(=O)N(c1ccccc1)C(C(F)(F)F)(C(F)(F)F)[PH](F)(F)F,CCC(C)C(=O)N(c1ccccc1)C(C(F)(F)F)(C(F)(F)F)[PH](F)(F)F,dopt,41.0,1.2685615949723126,False
1993,PI1M,CCC(NC(=O)CCc1ccccc1)C(=O)NC,CCC(NC(=O)CCc1ccccc1)C(=O)NC,coverage,38.0,1.0340483823546922,False
1994,omics,*NC(=O)Cc1cccc(CC(=O)NCCc2ccc(CCNC(=O)CCCCC(*)=O)cc2)c1,CNC(=O)Cc1cccc(CC(=O)NCCc2ccc(CCNC(=O)CCCCC(C)=O)cc2)c1,random,72.0,5.769622518212583,True
1995,OMG,*OC(C)(C)CN(CC(C)(C)OC(=O)C(CS)NCCNC(CS)C(*)=O)C(=O)c1cccc(Br)c1,COC(C)(C)CN(CC(C)(C)OC(=O)C(CS)NCCNC(CS)C(C)=O)C(=O)c1cccc(Br)c1,random,76.0,6.672852850107062,True
1996,PI1M,CCC1CCC(CNC(=O)CCCCCCCCCCCC(=O)NC)CC1,CCC1CCC(CNC(=O)CCCCCCCCCCCC(=O)NC)CC1,coverage,71.0,5.556584750444072,False
1997,OMG,*Oc1cc(F)cc(OC(=O)CCN(CCCC(*)=O)S(=O)(=O)c2ccc(C)cc2)c1C(=O)OCC,CCOC(=O)c1c(OC)cc(F)cc1OC(=O)CCN(CCCC(C)=O)S(=O)(=O)c1ccc(C)cc1,random,66.0,4.5655822516472835,True
1998,PI1M,CNc1cc(C)c2nc(C)cccc1-2,CNc1cc(C)c2nc(C)cccc1-2,feature,28.0,0.4547556347186134,False
1999,PI1M,CCC(C)C(=O)NC(=O)c1ccccc1C(=O)OCl,CCC(C)C(=O)NC(=O)c1ccccc1C(=O)OCl,dopt,33.0,0.707498434008989,False
2000,OMG,*OC(C(COS(C)(=O)=O)OS(C)(=O)=O)C(OC(=O)C(C(*)=O)C1CCOC1)C(COS(C)(=O)=O)OS(C)(=O)=O,COC(C(COS(C)(=O)=O)OS(C)(=O)=O)C(OC(=O)C(C(C)=O)C1CCOC1)C(COS(C)(=O)=O)OS(C)(=O)=O,dopt,74.0,6.210925368545501,False
2001,OMG,*OCc1cc(Cl)c(OC)cc1OC(=O)C(CS)NCCNC(CS)C(*)=O,COCc1cc(Cl)c(OC)cc1OC(=O)C(CS)NCCNC(CS)C(C)=O,random,55.0,2.7957518399460364,True
2002,OMG,*OC(COC(=O)C(Br)CC(*)=O)c1ccccc1,COC(COC(=O)C(Br)CC(C)=O)c1ccccc1,coverage,36.0,0.8940806826961882,False
2003,PI1M,CN=P(C)(COc1ccc(F)cc1)Oc1ccccc1,CN=P(C)(COc1ccc(F)cc1)Oc1ccccc1,coverage,37.0,0.9624665003915307,False
2004,PI1M,CC1=NC2=C(C)C2O1,CC1=NC2=C(C)C2O1,feature,15.0,0.08484152603281661,False
2005,PI1M,C/C=C/C(C#[SH])=C(Oc1ccc(/C=N/C=C)cc1)c1ccc(Br)cc1,C=C/N=C/c1ccc(OC(=C(C#[SH])/C=C/C)c2ccc(Br)cc2)cc1,dopt,43.0,1.4419597242422257,False
2006,OMG,*Oc1cc(OC(=O)C2CSCC(C(*)=O)N2)ccc1N,COc1cc(OC(=O)C2CSCC(C(C)=O)N2)ccc1N,random,39.0,1.1088856862834737,True
2007,PI1M,COc1ccc(OC(=O)c2ccc(OC(=O)c3ccc(C(=O)Nc4ccc(Oc5ccc(C(C)=O)cc5)cc4)cc3)cc2)cc1,COc1ccc(OC(=O)c2ccc(OC(=O)c3ccc(C(=O)Nc4ccc(Oc5ccc(C(C)=O)cc5)cc4)cc3)cc2)cc1,coverage,72.0,5.769622518212583,False
2008,OMG,*Oc1c(C=O)ccc(OC(=O)C(CC(*)=O)NC(=O)C(F)(F)F)c1OC,COc1c(C=O)ccc(OC(=O)C(CC(C)=O)NC(=O)C(F)(F)F)c1OC,random,43.0,1.4419597242422257,True
2009,PI1M,CNc1cccc(C(C)(C)c2ccc(C)cc2)c1,CNc1cccc(C(C)(C)c2ccc(C)cc2)c1,coverage,39.0,1.1088856862834737,False
2010,OMG,*Nc1cc(Br)cc(NC(=O)c2cc(C#N)cc(C(*)=O)c2)c1CC#N,CNc1cc(Br)cc(NC(=O)c2cc(C#N)cc(C(C)=O)c2)c1CC#N,random,41.0,1.2685615949723126,True
2011,PI1M,COP(=O)(OF)OCCOc1cccc(C)c1,COP(=O)(OF)OCCOc1cccc(C)c1,feature,31.0,0.597979011686388,False
